gm,gemeente,party,votes
GM0820,"Nuenen, Gerwen en Nederwetten",Ouderen Appèl - Hart voor Brabant,55
GM0820,"Nuenen, Gerwen en Nederwetten",PVV (Partij voor de Vrijheid),596
GM0820,"Nuenen, Gerwen en Nederwetten",Partij van de Arbeid (P.v.d.A.),1181
GM0820,"Nuenen, Gerwen en Nederwetten",Partij voor de Dieren,507
GM0820,"Nuenen, Gerwen en Nederwetten",SP (Socialistische Partij),790
GM0820,"Nuenen, Gerwen en Nederwetten",VVD,2084
GM0820,"Nuenen, Gerwen en Nederwetten",Volt,464
GM0823,Oirschot,50PLUS,228
GM0823,Oirschot,"AWP voor water, klimaat en natuur",40
GM0823,Oirschot,Alliantie,72
GM0823,Oirschot,BBB,2893
GM0823,Oirschot,Belang van Nederland (BVNL),77
GM0823,Oirschot,CDA,922
GM0823,Oirschot,ChristenUnie-SGP,63
GM0823,Oirschot,D66,553
GM0823,Oirschot,Forum voor Democratie,192
GM0823,Oirschot,GROENLINKS,448
GM0823,Oirschot,JA21,418
GM0823,Oirschot,JEZUS LEEFT,4
GM0823,Oirschot,Lokaal Brabant,344
GM0823,Oirschot,Ouderen Appèl - Hart voor Brabant,42
GM0823,Oirschot,PVV (Partij voor de Vrijheid),519
GM0823,Oirschot,Partij van de Arbeid (P.v.d.A.),618
GM0823,Oirschot,Partij voor de Dieren,301
GM0823,Oirschot,SP (Socialistische Partij),560
GM0823,Oirschot,VVD,1371
GM0823,Oirschot,Volt,216
GM0824,Oisterwijk,50PLUS,382
GM0824,Oisterwijk,"AWP voor water, klimaat en natuur",53
GM0824,Oisterwijk,Alliantie,83
GM0824,Oisterwijk,BBB,2873
GM0824,Oisterwijk,Belang van Nederland (BVNL),158
GM0824,Oisterwijk,CDA,996
GM0824,Oisterwijk,ChristenUnie-SGP,114
GM0824,Oisterwijk,D66,1269
GM0824,Oisterwijk,Forum voor Democratie,349
GM0824,Oisterwijk,GROENLINKS,1207
GM0824,Oisterwijk,JA21,673
GM0824,Oisterwijk,JEZUS LEEFT,4
GM0824,Oisterwijk,Lokaal Brabant,638
GM0824,Oisterwijk,Ouderen Appèl - Hart voor Brabant,34
GM0824,Oisterwijk,PVV (Partij voor de Vrijheid),779
GM0824,Oisterwijk,Partij van de Arbeid (P.v.d.A.),1027
GM0824,Oisterwijk,Partij voor de Dieren,585
GM0824,Oisterwijk,SP (Socialistische Partij),1067
GM0824,Oisterwijk,VVD,3001
GM0824,Oisterwijk,Volt,418
GM0826,Oosterhout,50PLUS,568
GM0826,Oosterhout,"AWP voor water, klimaat en natuur",85
GM0826,Oosterhout,Alliantie,134
GM0826,Oosterhout,BBB,3772
GM0826,Oosterhout,Belang van Nederland (BVNL),205
GM0826,Oosterhout,CDA,1209
GM0826,Oosterhout,ChristenUnie-SGP,232
GM0826,Oosterhout,D66,1502
GM0826,Oosterhout,Forum voor Democratie,727
GM0826,Oosterhout,GROENLINKS,1796
GM0826,Oosterhout,JA21,1131
GM0826,Oosterhout,JEZUS LEEFT,17
GM0826,Oosterhout,Lokaal Brabant,1363
GM0826,Oosterhout,Ouderen Appèl - Hart voor Brabant,122
GM0826,Oosterhout,PVV (Partij voor de Vrijheid),1634
GM0826,Oosterhout,Partij van de Arbeid (P.v.d.A.),1850
GM0826,Oosterhout,Partij voor de Dieren,795
GM0826,Oosterhout,SP (Socialistische Partij),1474
GM0826,Oosterhout,VVD,3801
GM0826,Oosterhout,Volt,547
GM0828,Oss,50PLUS,1086
GM0828,Oss,"AWP voor water, klimaat en natuur",128
GM0828,Oss,Alliantie,192
GM0828,Oss,BBB,7338
GM0828,Oss,Belang van Nederland (BVNL),264
GM0828,Oss,CDA,2331
GM0828,Oss,ChristenUnie-SGP,208
GM0828,Oss,D66,2172
GM0828,Oss,Forum voor Democratie,1127
GM0828,Oss,GROENLINKS,2724
GM0828,Oss,JA21,1754
GM0828,Oss,JEZUS LEEFT,17
GM0828,Oss,Lokaal Brabant,1273
GM0828,Oss,Ouderen Appèl - Hart voor Brabant,97
GM0828,Oss,PVV (Partij voor de Vrijheid),3379
GM0828,Oss,Partij van de Arbeid (P.v.d.A.),2386
GM0828,Oss,Partij voor de Dieren,1075
GM0828,Oss,SP (Socialistische Partij),5255
GM0828,Oss,VVD,5017
GM0828,Oss,Volt,733
GM0840,Rucphen,50PLUS,226
GM0840,Rucphen,"AWP voor water, klimaat en natuur",20
GM0840,Rucphen,Alliantie,32
GM0840,Rucphen,BBB,2696
GM0840,Rucphen,Belang van Nederland (BVNL),103
GM0840,Rucphen,CDA,664
GM0840,Rucphen,ChristenUnie-SGP,44
GM0840,Rucphen,D66,176
GM0840,Rucphen,Forum voor Democratie,320
GM0840,Rucphen,GROENLINKS,236
GM0840,Rucphen,JA21,391
GM0840,Rucphen,JEZUS LEEFT,4
GM0840,Rucphen,Lokaal Brabant,552
GM0840,Rucphen,Ouderen Appèl - Hart voor Brabant,37
GM0840,Rucphen,PVV (Partij voor de Vrijheid),1698
GM0840,Rucphen,Partij van de Arbeid (P.v.d.A.),354
GM0840,Rucphen,Partij voor de Dieren,251
GM0840,Rucphen,SP (Socialistische Partij),424
GM0840,Rucphen,VVD,1009
GM0840,Rucphen,Volt,78
GM0845,Sint-Michielsgestel,50PLUS,337
GM0845,Sint-Michielsgestel,"AWP voor water, klimaat en natuur",66
GM0845,Sint-Michielsgestel,Alliantie,109
GM0845,Sint-Michielsgestel,BBB,2710
GM0845,Sint-Michielsgestel,Belang van Nederland (BVNL),111
GM0845,Sint-Michielsgestel,CDA,980
GM0845,Sint-Michielsgestel,ChristenUnie-SGP,113
GM0845,Sint-Michielsgestel,D66,1245
GM0845,Sint-Michielsgestel,Forum voor Democratie,354
GM0845,Sint-Michielsgestel,GROENLINKS,1078
GM0845,Sint-Michielsgestel,JA21,546
GM0845,Sint-Michielsgestel,JEZUS LEEFT,3
GM0845,Sint-Michielsgestel,Lokaal Brabant,621
GM0845,Sint-Michielsgestel,Ouderen Appèl - Hart voor Brabant,37
GM0845,Sint-Michielsgestel,PVV (Partij voor de Vrijheid),750
GM0845,Sint-Michielsgestel,Partij van de Arbeid (P.v.d.A.),1046
GM0845,Sint-Michielsgestel,Partij voor de Dieren,546
GM0845,Sint-Michielsgestel,SP (Socialistische Partij),1092
GM0845,Sint-Michielsgestel,VVD,2207
GM0845,Sint-Michielsgestel,Volt,424
GM0847,Someren,50PLUS,257
GM0847,Someren,"AWP voor water, klimaat en natuur",36
GM0847,Someren,Alliantie,46
GM0847,Someren,BBB,3104
GM0847,Someren,Belang van Nederland (BVNL),71
GM0847,Someren,CDA,722
GM0847,Someren,ChristenUnie-SGP,47
GM0847,Someren,D66,372
GM0847,Someren,Forum voor Democratie,212
GM0847,Someren,GROENLINKS,332
GM0847,Someren,JA21,448
GM0847,Someren,JEZUS LEEFT,3
GM0847,Someren,Lokaal Brabant,258
GM0847,Someren,Ouderen Appèl - Hart voor Brabant,38
GM0847,Someren,PVV (Partij voor de Vrijheid),613
GM0847,Someren,Partij van de Arbeid (P.v.d.A.),448
GM0847,Someren,Partij voor de Dieren,193
GM0847,Someren,SP (Socialistische Partij),469
GM0847,Someren,VVD,1323
GM0847,Someren,Volt,145
GM0848,Son en Breugel,50PLUS,345
GM0848,Son en Breugel,"AWP voor water, klimaat en natuur",57
GM0848,Son en Breugel,Alliantie,54
GM0848,Son en Breugel,BBB,1285
GM0848,Son en Breugel,Belang van Nederland (BVNL),72
GM0848,Son en Breugel,CDA,630
GM0848,Son en Breugel,ChristenUnie-SGP,121
GM0848,Son en Breugel,D66,777
GM0848,Son en Breugel,Forum voor Democratie,199
GM0848,Son en Breugel,GROENLINKS,609
GM0848,Son en Breugel,JA21,316
GM0848,Son en Breugel,JEZUS LEEFT,7
GM0848,Son en Breugel,Lokaal Brabant,247
GM0848,Son en Breugel,Ouderen Appèl - Hart voor Brabant,29
GM0848,Son en Breugel,PVV (Partij voor de Vrijheid),376
GM0848,Son en Breugel,Partij van de Arbeid (P.v.d.A.),682
GM0848,Son en Breugel,Partij voor de Dieren,354
GM0848,Son en Breugel,SP (Socialistische Partij),524
GM0848,Son en Breugel,VVD,1462
GM0848,Son en Breugel,Volt,315
GM0851,Steenbergen,50PLUS,324
GM0851,Steenbergen,"AWP voor water, klimaat en natuur",39
GM0851,Steenbergen,Alliantie,51
GM0851,Steenbergen,BBB,2571
GM0851,Steenbergen,Belang van Nederland (BVNL),95
GM0851,Steenbergen,CDA,583
GM0851,Steenbergen,ChristenUnie-SGP,251
GM0851,Steenbergen,D66,392
GM0851,Steenbergen,Forum voor Democratie,365
GM0851,Steenbergen,GROENLINKS,309
GM0851,Steenbergen,JA21,540
GM0851,Steenbergen,JEZUS LEEFT,13
GM0851,Steenbergen,Lokaal Brabant,335
GM0851,Steenbergen,Ouderen Appèl - Hart voor Brabant,29
GM0851,Steenbergen,PVV (Partij voor de Vrijheid),1232
GM0851,Steenbergen,Partij van de Arbeid (P.v.d.A.),602
GM0851,Steenbergen,Partij voor de Dieren,275
GM0851,Steenbergen,SP (Socialistische Partij),657
GM0851,Steenbergen,VVD,1388
GM0851,Steenbergen,Volt,97
GM0852,Waterland,50PLUS,280
GM0852,Waterland,"AWP voor water, klimaat en natuur",67
GM0852,Waterland,BBB,1918
GM0852,Waterland,Belang van Nederland (BVNL),104
GM0852,Waterland,CDA,593
GM0852,Waterland,CODE ORANJE,43
GM0852,Waterland,ChristenUnie,194
GM0852,Waterland,D66,539
GM0852,Waterland,DENK,19
GM0852,Waterland,Forum voor Democratie,312
GM0852,Waterland,GROENLINKS,1081
GM0852,Waterland,JA21,637
GM0852,Waterland,JEZUS LEEFT,14
GM0852,Waterland,Namens Noord-Hollanders.,25
GM0852,Waterland,Nederland met een PLAN (S.V.P.),22
GM0852,Waterland,Onafhankelijke Politiek-NH OPNH,66
GM0852,Waterland,PVV (Partij voor de Vrijheid),452
GM0852,Waterland,Partij van de Arbeid (P.v.d.A.),953
GM0852,Waterland,Partij voor de Dieren,633
GM0852,Waterland,Piratenpartij,39
GM0852,Waterland,SP (Socialistische Partij),294
GM0852,Waterland,VVD,1113
GM0852,Waterland,Volt,288
GM0855,Tilburg,50PLUS,2626
GM0855,Tilburg,"AWP voor water, klimaat en natuur",282
GM0855,Tilburg,Alliantie,515
GM0855,Tilburg,BBB,8605
GM0855,Tilburg,Belang van Nederland (BVNL),712
GM0855,Tilburg,CDA,3502
GM0855,Tilburg,ChristenUnie-SGP,651
GM0855,Tilburg,D66,6240
GM0855,Tilburg,Forum voor Democratie,2219
GM0855,Tilburg,GROENLINKS,10631
GM0855,Tilburg,JA21,3128
GM0855,Tilburg,JEZUS LEEFT,77
GM0855,Tilburg,Lokaal Brabant,2567
GM0855,Tilburg,Ouderen Appèl - Hart voor Brabant,206
GM0855,Tilburg,PVV (Partij voor de Vrijheid),5139
GM0855,Tilburg,Partij van de Arbeid (P.v.d.A.),7613
GM0855,Tilburg,Partij voor de Dieren,4980
GM0855,Tilburg,SP (Socialistische Partij),6658
GM0855,Tilburg,VVD,9857
GM0855,Tilburg,Volt,3361
GM0858,Valkenswaard,50PLUS,326
GM0858,Valkenswaard,"AWP voor water, klimaat en natuur",71
GM0858,Valkenswaard,Alliantie,87
GM0858,Valkenswaard,BBB,2564
GM0858,Valkenswaard,Belang van Nederland (BVNL),148
GM0858,Valkenswaard,CDA,920
GM0858,Valkenswaard,ChristenUnie-SGP,90
GM0858,Valkenswaard,D66,806
GM0858,Valkenswaard,Forum voor Democratie,442
GM0858,Valkenswaard,GROENLINKS,787
GM0858,Valkenswaard,JA21,563
GM0858,Valkenswaard,JEZUS LEEFT,5
GM0858,Valkenswaard,Lokaal Brabant,552
GM0858,Valkenswaard,Ouderen Appèl - Hart voor Brabant,82
GM0858,Valkenswaard,PVV (Partij voor de Vrijheid),1034
GM0858,Valkenswaard,Partij van de Arbeid (P.v.d.A.),1124
GM0858,Valkenswaard,Partij voor de Dieren,442
GM0858,Valkenswaard,SP (Socialistische Partij),1143
GM0858,Valkenswaard,VVD,2090
GM0858,Valkenswaard,Volt,408
GM0861,Veldhoven,50PLUS,559
GM0861,Veldhoven,"AWP voor water, klimaat en natuur",103
GM0861,Veldhoven,Alliantie,157
GM0861,Veldhoven,BBB,2870
GM0861,Veldhoven,Belang van Nederland (BVNL),179
GM0861,Veldhoven,CDA,1322
GM0861,Veldhoven,ChristenUnie-SGP,252
GM0861,Veldhoven,D66,1347
GM0861,Veldhoven,Forum voor Democratie,553
GM0861,Veldhoven,GROENLINKS,1267
GM0861,Veldhoven,JA21,836
GM0861,Veldhoven,JEZUS LEEFT,17
GM0861,Veldhoven,Lokaal Brabant,804
GM0861,Veldhoven,Ouderen Appèl - Hart voor Brabant,173
GM0861,Veldhoven,PVV (Partij voor de Vrijheid),1387
GM0861,Veldhoven,Partij van de Arbeid (P.v.d.A.),1604
GM0861,Veldhoven,Partij voor de Dieren,619
GM0861,Veldhoven,SP (Socialistische Partij),1677
GM0861,Veldhoven,VVD,3217
GM0861,Veldhoven,Volt,712
GM0865,Vught,50PLUS,254
GM0865,Vught,"AWP voor water, klimaat en natuur",57
GM0865,Vught,Alliantie,185
GM0865,Vught,BBB,1907
GM0865,Vught,Belang van Nederland (BVNL),112
GM0865,Vught,CDA,842
GM0865,Vught,ChristenUnie-SGP,121
GM0865,Vught,D66,1933
GM0865,Vught,Forum voor Democratie,311
GM0865,Vught,GROENLINKS,1333
GM0865,Vught,JA21,492
GM0865,Vught,JEZUS LEEFT,8
GM0865,Vught,Lokaal Brabant,570
GM0865,Vught,Ouderen Appèl - Hart voor Brabant,42
GM0865,Vught,PVV (Partij voor de Vrijheid),629
GM0865,Vught,Partij van de Arbeid (P.v.d.A.),1504
GM0865,Vught,Partij voor de Dieren,712
GM0865,Vught,SP (Socialistische Partij),1043
GM0865,Vught,VVD,2804
GM0865,Vught,Volt,674
GM0866,Waalre,50PLUS,205
GM0866,Waalre,"AWP voor water, klimaat en natuur",42
GM0866,Waalre,Alliantie,53
GM0866,Waalre,BBB,870
GM0866,Waalre,Belang van Nederland (BVNL),67
GM0866,Waalre,CDA,581
GM0866,Waalre,ChristenUnie-SGP,116
GM0866,Waalre,D66,976
GM0866,Waalre,Forum voor Democratie,194
GM0866,Waalre,GROENLINKS,817
GM0866,Waalre,JA21,306
GM0866,Waalre,JEZUS LEEFT,6
GM0866,Waalre,Lokaal Brabant,237
GM0866,Waalre,Ouderen Appèl - Hart voor Brabant,147
GM0866,Waalre,PVV (Partij voor de Vrijheid),368
GM0866,Waalre,Partij van de Arbeid (P.v.d.A.),709
GM0866,Waalre,Partij voor de Dieren,386
GM0866,Waalre,SP (Socialistische Partij),523
GM0866,Waalre,VVD,1499
GM0866,Waalre,Volt,447
GM0867,Waalwijk,50PLUS,469
GM0867,Waalwijk,"AWP voor water, klimaat en natuur",76
GM0867,Waalwijk,Alliantie,110
GM0867,Waalwijk,BBB,3607
GM0867,Waalwijk,Belang van Nederland (BVNL),174
GM0867,Waalwijk,CDA,1147
GM0867,Waalwijk,ChristenUnie-SGP,1267
GM0867,Waalwijk,D66,924
GM0867,Waalwijk,Forum voor Democratie,647
GM0867,Waalwijk,GROENLINKS,1042
GM0867,Waalwijk,JA21,963
GM0867,Waalwijk,JEZUS LEEFT,18
GM0867,Waalwijk,Lokaal Brabant,1164
GM0867,Waalwijk,Ouderen Appèl - Hart voor Brabant,55
GM0867,Waalwijk,PVV (Partij voor de Vrijheid),1689
GM0867,Waalwijk,Partij van de Arbeid (P.v.d.A.),1128
GM0867,Waalwijk,Partij voor de Dieren,637
GM0867,Waalwijk,SP (Socialistische Partij),1364
GM0867,Waalwijk,VVD,2793
GM0867,Waalwijk,Volt,378
GM0873,Woensdrecht,50PLUS,228
GM0873,Woensdrecht,"AWP voor water, klimaat en natuur",25
GM0873,Woensdrecht,Alliantie,29
GM0873,Woensdrecht,BBB,2038
GM0873,Woensdrecht,Belang van Nederland (BVNL),103
GM0873,Woensdrecht,CDA,653
GM0873,Woensdrecht,ChristenUnie-SGP,69
GM0873,Woensdrecht,D66,403
GM0873,Woensdrecht,Forum voor Democratie,304
GM0873,Woensdrecht,GROENLINKS,308
GM0873,Woensdrecht,JA21,538
GM0873,Woensdrecht,JEZUS LEEFT,8
GM0873,Woensdrecht,Lokaal Brabant,436
GM0873,Woensdrecht,Ouderen Appèl - Hart voor Brabant,31
GM0873,Woensdrecht,PVV (Partij voor de Vrijheid),821
GM0873,Woensdrecht,Partij van de Arbeid (P.v.d.A.),453
GM0873,Woensdrecht,Partij voor de Dieren,270
GM0873,Woensdrecht,SP (Socialistische Partij),449
GM0873,Woensdrecht,VVD,1235
GM0873,Woensdrecht,Volt,90
GM0879,Zundert,50PLUS,263
GM0879,Zundert,"AWP voor water, klimaat en natuur",28
GM0879,Zundert,Alliantie,55
GM0879,Zundert,BBB,3287
GM0879,Zundert,Belang van Nederland (BVNL),94
GM0879,Zundert,CDA,853
GM0879,Zundert,ChristenUnie-SGP,65
GM0879,Zundert,D66,484
GM0879,Zundert,Forum voor Democratie,305
GM0879,Zundert,GROENLINKS,332
GM0879,Zundert,JA21,434
GM0879,Zundert,JEZUS LEEFT,6
GM0879,Zundert,Lokaal Brabant,645
GM0879,Zundert,Ouderen Appèl - Hart voor Brabant,30
GM0879,Zundert,PVV (Partij voor de Vrijheid),629
GM0879,Zundert,Partij van de Arbeid (P.v.d.A.),444
GM0879,Zundert,Partij voor de Dieren,308
GM0879,Zundert,SP (Socialistische Partij),539
GM0879,Zundert,VVD,1409
GM0879,Zundert,Volt,162
GM0880,Wormerland,50PLUS,334
GM0880,Wormerland,"AWP voor water, klimaat en natuur",135
GM0880,Wormerland,BBB,1677
GM0880,Wormerland,Belang van Nederland (BVNL),101
GM0880,Wormerland,CDA,318
GM0880,Wormerland,CODE ORANJE,56
GM0880,Wormerland,ChristenUnie,193
GM0880,Wormerland,D66,348
GM0880,Wormerland,DENK,38
GM0880,Wormerland,Forum voor Democratie,258
GM0880,Wormerland,GROENLINKS,712
GM0880,Wormerland,JA21,447
GM0880,Wormerland,JEZUS LEEFT,18
GM0880,Wormerland,Namens Noord-Hollanders.,14
GM0880,Wormerland,Nederland met een PLAN (S.V.P.),23
GM0880,Wormerland,Onafhankelijke Politiek-NH OPNH,98
GM0880,Wormerland,PVV (Partij voor de Vrijheid),447
GM0880,Wormerland,Partij van de Arbeid (P.v.d.A.),918
GM0880,Wormerland,Partij voor de Dieren,516
GM0880,Wormerland,Piratenpartij,44
GM0880,Wormerland,SP (Socialistische Partij),313
GM0880,Wormerland,VVD,1047
GM0880,Wormerland,Volt,205
GM0882,Landgraaf,50PLUS,397
GM0882,Landgraaf,"AWP voor Water, Klimaat en Natuur",63
GM0882,Landgraaf,BBB,1920
GM0882,Landgraaf,Belang van Nederland (BVNL),92
GM0882,Landgraaf,CDA,984
GM0882,Landgraaf,ChristenUnie,96
GM0882,Landgraaf,D66,521
GM0882,Landgraaf,Forum voor Democratie,595
GM0882,Landgraaf,GROENLINKS,853
GM0882,Landgraaf,Hart voor Vrijheid,11
GM0882,Landgraaf,JA21,512
GM0882,Landgraaf,JEZUS LEEFT,39
GM0882,Landgraaf,LOKAAL-LIMBURG,1378
GM0882,Landgraaf,Limburgse Senioren Partij (LSP),78
GM0882,Landgraaf,Omzien!,25
GM0882,Landgraaf,PVV (Partij voor de Vrijheid),3574
GM0882,Landgraaf,Partij van de Arbeid (P.v.d.A.),953
GM0882,Landgraaf,Partij voor de Dieren,521
GM0882,Landgraaf,SP (Socialistische Partij),1386
GM0882,Landgraaf,VVD,1068
GM0888,Beek,50PLUS,148
GM0888,Beek,"AWP voor Water, Klimaat en Natuur",41
GM0888,Beek,BBB,1179
GM0888,Beek,Belang van Nederland (BVNL),188
GM0888,Beek,CDA,1284
GM0888,Beek,ChristenUnie,48
GM0888,Beek,D66,448
GM0888,Beek,Forum voor Democratie,211
GM0888,Beek,GROENLINKS,577
GM0888,Beek,Hart voor Vrijheid,4
GM0888,Beek,JA21,311
GM0888,Beek,JEZUS LEEFT,10
GM0888,Beek,LOKAAL-LIMBURG,518
GM0888,Beek,Limburgse Senioren Partij (LSP),25
GM0888,Beek,Omzien!,34
GM0888,Beek,PVV (Partij voor de Vrijheid),925
GM0888,Beek,Partij van de Arbeid (P.v.d.A.),456
GM0888,Beek,Partij voor de Dieren,291
GM0888,Beek,SP (Socialistische Partij),431
GM0888,Beek,VVD,629
GM0889,Beesel,50PLUS,98
GM0889,Beesel,"AWP voor Water, Klimaat en Natuur",24
GM0889,Beesel,BBB,1374
GM0889,Beesel,Belang van Nederland (BVNL),30
GM0889,Beesel,CDA,594
GM0889,Beesel,ChristenUnie,36
GM0889,Beesel,D66,311
GM0889,Beesel,Forum voor Democratie,192
GM0889,Beesel,GROENLINKS,335
GM0889,Beesel,JA21,269
GM0889,Beesel,LOKAAL-LIMBURG,313
GM0889,Beesel,Limburgse Senioren Partij (LSP),103
GM0889,Beesel,Omzien!,13
GM0889,Beesel,PVV (Partij voor de Vrijheid),772
GM0889,Beesel,Partij van de Arbeid (P.v.d.A.),504
GM0889,Beesel,Partij voor de Dieren,147
GM0889,Beesel,SP (Socialistische Partij),308
GM0889,Beesel,VVD,503
GM0893,Bergen (L.),50PLUS,105
GM0893,Bergen (L.),"AWP voor Water, Klimaat en Natuur",18
GM0893,Bergen (L.),BBB,1914
GM0893,Bergen (L.),Belang van Nederland (BVNL),53
GM0893,Bergen (L.),CDA,594
GM0893,Bergen (L.),ChristenUnie,30
GM0893,Bergen (L.),D66,211
GM0893,Bergen (L.),Forum voor Democratie,157
GM0893,Bergen (L.),GROENLINKS,336
GM0893,Bergen (L.),JA21,281
GM0893,Bergen (L.),LOKAAL-LIMBURG,70
GM0893,Bergen (L.),Limburgse Senioren Partij (LSP),40
GM0893,Bergen (L.),Omzien!,23
GM0893,Bergen (L.),PVV (Partij voor de Vrijheid),866
GM0893,Bergen (L.),Partij van de Arbeid (P.v.d.A.),343
GM0893,Bergen (L.),Partij voor de Dieren,187
GM0893,Bergen (L.),SP (Socialistische Partij),342
GM0893,Bergen (L.),VVD,541
GM0899,Brunssum,50PLUS,261
GM0899,Brunssum,"AWP voor Water, Klimaat en Natuur",45
GM0899,Brunssum,BBB,1651
GM0899,Brunssum,Belang van Nederland (BVNL),68
GM0899,Brunssum,CDA,511
GM0899,Brunssum,ChristenUnie,213
GM0899,Brunssum,D66,340
GM0899,Brunssum,Forum voor Democratie,644
GM0899,Brunssum,GROENLINKS,532
GM0899,Brunssum,Hart voor Vrijheid,8
GM0899,Brunssum,JA21,395
GM0899,Brunssum,JEZUS LEEFT,43
GM0899,Brunssum,LOKAAL-LIMBURG,478
GM0899,Brunssum,Limburgse Senioren Partij (LSP),87
GM0899,Brunssum,Omzien!,20
GM0899,Brunssum,PVV (Partij voor de Vrijheid),2083
GM0899,Brunssum,Partij van de Arbeid (P.v.d.A.),897
GM0899,Brunssum,Partij voor de Dieren,350
GM0899,Brunssum,SP (Socialistische Partij),850
GM0899,Brunssum,VVD,1190
GM0907,Gennep,50PLUS,80
GM0907,Gennep,"AWP voor Water, Klimaat en Natuur",40
GM0907,Gennep,BBB,1763
GM0907,Gennep,Belang van Nederland (BVNL),63
GM0907,Gennep,CDA,937
GM0907,Gennep,ChristenUnie,57
GM0907,Gennep,D66,651
GM0907,Gennep,Forum voor Democratie,195
GM0907,Gennep,GROENLINKS,625
GM0907,Gennep,JA21,341
GM0907,Gennep,LOKAAL-LIMBURG,87
GM0907,Gennep,Limburgse Senioren Partij (LSP),50
GM0907,Gennep,Omzien!,15
GM0907,Gennep,PVV (Partij voor de Vrijheid),614
GM0907,Gennep,Partij van de Arbeid (P.v.d.A.),569
GM0907,Gennep,Partij voor de Dieren,289
GM0907,Gennep,SP (Socialistische Partij),520
GM0907,Gennep,VVD,883
GM0917,Heerlen,50PLUS,943
GM0917,Heerlen,"AWP voor Water, Klimaat en Natuur",136
GM0917,Heerlen,BBB,3805
GM0917,Heerlen,Belang van Nederland (BVNL),204
GM0917,Heerlen,CDA,1971
GM0917,Heerlen,ChristenUnie,253
GM0917,Heerlen,D66,1450
GM0917,Heerlen,Forum voor Democratie,1709
GM0917,Heerlen,GROENLINKS,2204
GM0917,Heerlen,Hart voor Vrijheid,27
GM0917,Heerlen,JA21,977
GM0917,Heerlen,JEZUS LEEFT,120
GM0917,Heerlen,LOKAAL-LIMBURG,1298
GM0917,Heerlen,Limburgse Senioren Partij (LSP),239
GM0917,Heerlen,Omzien!,72
GM0917,Heerlen,PVV (Partij voor de Vrijheid),4888
GM0917,Heerlen,Partij van de Arbeid (P.v.d.A.),2071
GM0917,Heerlen,Partij voor de Dieren,1516
GM0917,Heerlen,SP (Socialistische Partij),4107
GM0917,Heerlen,VVD,2460
GM0928,Kerkrade,50PLUS,1439
GM0928,Kerkrade,"AWP voor Water, Klimaat en Natuur",71
GM0928,Kerkrade,BBB,2095
GM0928,Kerkrade,Belang van Nederland (BVNL),124
GM0928,Kerkrade,CDA,1243
GM0928,Kerkrade,ChristenUnie,75
GM0928,Kerkrade,D66,431
GM0928,Kerkrade,Forum voor Democratie,832
GM0928,Kerkrade,GROENLINKS,765
GM0928,Kerkrade,Hart voor Vrijheid,57
GM0928,Kerkrade,JA21,535
GM0928,Kerkrade,JEZUS LEEFT,46
GM0928,Kerkrade,LOKAAL-LIMBURG,374
GM0928,Kerkrade,Limburgse Senioren Partij (LSP),53
GM0928,Kerkrade,Omzien!,23
GM0928,Kerkrade,PVV (Partij voor de Vrijheid),3359
GM0928,Kerkrade,Partij van de Arbeid (P.v.d.A.),1216
GM0928,Kerkrade,Partij voor de Dieren,593
GM0928,Kerkrade,SP (Socialistische Partij),1447
GM0928,Kerkrade,VVD,1076
GM0935,Maastricht,50PLUS,1638
GM0935,Maastricht,"AWP voor Water, Klimaat en Natuur",249
GM0935,Maastricht,BBB,3718
GM0935,Maastricht,Belang van Nederland (BVNL),227
GM0935,Maastricht,CDA,3336
GM0935,Maastricht,ChristenUnie,405
GM0935,Maastricht,D66,4487
GM0935,Maastricht,Forum voor Democratie,1434
GM0935,Maastricht,GROENLINKS,6411
GM0935,Maastricht,Hart voor Vrijheid,27
GM0935,Maastricht,JA21,1741
GM0935,Maastricht,JEZUS LEEFT,95
GM0935,Maastricht,LOKAAL-LIMBURG,935
GM0935,Maastricht,Limburgse Senioren Partij (LSP),247
GM0935,Maastricht,Omzien!,85
GM0935,Maastricht,PVV (Partij voor de Vrijheid),5113
GM0935,Maastricht,Partij van de Arbeid (P.v.d.A.),4395
GM0935,Maastricht,Partij voor de Dieren,2553
GM0935,Maastricht,SP (Socialistische Partij),3056
GM0935,Maastricht,VVD,4018
GM0938,Meerssen,50PLUS,253
GM0938,Meerssen,"AWP voor Water, Klimaat en Natuur",105
GM0938,Meerssen,BBB,1343
GM0938,Meerssen,Belang van Nederland (BVNL),91
GM0938,Meerssen,CDA,1181
GM0938,Meerssen,ChristenUnie,99
GM0938,Meerssen,D66,637
GM0938,Meerssen,Forum voor Democratie,267
GM0938,Meerssen,GROENLINKS,893
GM0938,Meerssen,Hart voor Vrijheid,11
GM0938,Meerssen,JA21,329
GM0938,Meerssen,JEZUS LEEFT,13
GM0938,Meerssen,LOKAAL-LIMBURG,241
GM0938,Meerssen,Limburgse Senioren Partij (LSP),48
GM0938,Meerssen,Omzien!,29
GM0938,Meerssen,PVV (Partij voor de Vrijheid),1088
GM0938,Meerssen,Partij van de Arbeid (P.v.d.A.),566
GM0938,Meerssen,Partij voor de Dieren,363
GM0938,Meerssen,SP (Socialistische Partij),573
GM0938,Meerssen,VVD,953
GM0944,Mook en Middelaar,50PLUS,51
